code,transcript,region,nafa,natural_area,municipal_status,metropolin,religion,total_pop_2017,jews_and_others,jews,arabs,foundation_year,locality_shape,organizational_belong,coordinates,altitude,planning_comitee,juristiction,year,name,gov_map_link
530,EILABUN,2,22,222,99,,2,5588,,,5.5,,280,,2379074910,172,251,10004552,2017,Eilabun,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=530
156,AYANOT,4,44,442,27,143,1,352,0.4,0.3,,1930,340,,1781664704,24,456,15002488,2017,Ayanot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=156
511,ILUT,2,25,237,99,,2,7942,,,7.9,,280,,2247873588,274,257,10004426,2017,Ilut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=511
687,EN AYYALA,3,32,321,15,243,1,1157,1.2,1.1,,1949,310,1,1952372612,18,303,10004333,2017,En Ayyala,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=687
546,EIN AL-ASAD,2,24,243,2,,2,871,,,0.9,,450,,2376876064,535,209,10004465,2017,Ein Al-Asad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=546
273,EN GEV,2,22,221,6,,1,664,0.7,0.6,,1937,330,15,2601774320,-201,214,10004552,2017,En Gev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=273
2042,EN GEDI,6,62,624,51,,1,589,0.6,0.5,,1953,330,15,2365959563,-304,656,10001911,2017,En Gedi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2042
436,EN DOR,2,23,233,9,,1,1029,1,1,,1948,330,15,2393572912,124,254,10000911,2017,En Dor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=436
1240,EN HABESOR,6,62,622,38,,1,1172,1.2,1.1,,1982,310,1,1468957689,120,651,10001893,2017,En HaBesor,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1240
74,EN HOD,3,32,322,15,243,1,622,0.6,0.6,,1954,370,19,1987073396,131,303,10004333,2017,En Hod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=74
167,EN HAHORESH,4,41,411,16,141,1,785,0.8,0.8,,1931,330,15,1943869867,21,409,15000060,2017,En HaHoresh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=167
289,EN HAMIFRAZ,2,24,246,4,241,1,1236,1.2,1.2,,1938,330,15,2093675650,2,201,10004315,2017,En HaMifraz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=289
383,EN HANAZIV,2,23,231,7,,1,618,0.6,0.6,,1946,330,3,2473670851,-146,202,10004568,2017,En HaNaziv,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=383
367,EN HAEMEQ,2,23,236,13,,1,767,0.8,0.8,,1944,350,,2082272605,240,254,10000911,2017,En HaEmeq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=367
270,EN HASHOFET,2,23,236,13,,1,841,0.8,0.7,,1937,330,15,2096872240,262,254,10000911,2017,En HaShofet,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=270
676,EN HASHELOSHA,6,62,622,38,,1,396,0.4,0.3,,1950,330,6,1430658468,100,651,10001893,2017,En HaShelosha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=676
157,EN WERED,4,41,411,18,141,1,1476,1.5,1.5,,1930,310,1,1937568567,63,412,15000060,2017,En Wered,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=157
4503,EN ZIWAN,2,29,292,71,,1,322,0.3,0.3,,1968,330,15,2746877807,961,219,10004579,2017,En Ziwan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4503
1320,EIN HOD,3,32,322,15,243,2,289,,,0.3,,450,,2002573302,236,303,10004333,2017,Ein Hod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1320
1053,EN HAZEVA,6,62,625,51,,,,,,,,510,10,2234252310,-165,656,10001918,2017,En Hazeva,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1053
89,EN HAROD (IHUD),2,23,232,8,,1,543,0.5,0.5,,1921,330,15,2369971883,42,204,10000911,2017,En Harod (Ihud),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=89
82,EN HAROD(ME'UHAD),2,23,232,8,,1,739,0.7,0.7,,1921,330,15,2370271825,-9,204,10000911,2017,En Harod(Me'uhad),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=82
806,EN YAHAV,6,62,625,54,,1,677,0.7,0.7,,1951,310,1,2226250753,-75,657,10001918,2017,En Yahav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=806
813,EN YA'AQOV,2,24,243,52,,1,1076,1.1,1,,1950,310,1,2217976826,419,255,10004484,2017,En Ya'aqov,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=813
1056,EN KAREM-B.S.HAQLA'I,1,11,111,26,444,1,194,0.2,0.2,,1952,340,,2145863172,574,151,10002521,2017,En Karem-B.S.Haqla'i,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1056
426,EN KARMEL,3,32,321,15,243,1,921,0.9,0.9,,1947,330,15,1958473145,22,303,10004333,2017,En Karmel ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=426
532,EIN MAHEL,2,25,237,99,,2,12842,,,12.8,,270,,2333773644,404,257,10004453,2017,Ein Mahel,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=532
521,EIN NAQQUBA,1,11,111,26,444,2,3284,,,3.3,,290,,2114463339,618,151,10002475,2017,Ein Naqquba,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=521
223,EN IRON,3,32,324,14,,1,573,0.6,0.6,,1934,310,1,2011170996,61,351,10004261,2017,En Iron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=223
622,EN ZURIM,6,61,611,34,,1,828,0.8,0.8,,1949,330,3,1735162269,52,631,10001821,2017,En Zurim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=622
4502,EIN QINIYYE,2,29,291,99,,2,2033,,,2,,290,,2685979361,795,256,10004579,2017,Ein Qiniyye,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4502
514,EIN RAFA,1,11,111,26,444,2,1211,,,1.2,,450,,2109863306,602,151,10002475,2017,Ein Rafa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=514
139,EN SHEMER,3,32,324,14,,1,551,0.6,0.5,,1927,330,15,2009070775,43,351,10004261,2017,En Shemer,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=139
880,EN SARID,4,41,411,18,141,1,1632,1.6,1.6,,1950,350,,1941268670,63,412,15000060,2017,En Sarid,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=880
1251,EN TAMAR,6,62,624,51,,1,184,0.2,0.2,,1982,310,10,2356653913,-302,656,10001911,2017,En Tamar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1251
871,ENAT,4,42,422,20,142,1,804,0.8,0.8,,1925,330,15,1942866563,50,417,10002168,2017,Enat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=871
1187,IR OVOT,6,62,625,54,,,,,,,,510,,2233952439,-123,657,10001918,2017,Ir Ovot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1187
7600,AKKO,2,24,246,0,241,4,48303,32.9,29.4,15.4,1948,160,,2082275927,9,213,10004315,2017,Akko,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7600
1146,ALUMIM,6,62,622,39,,1,487,0.5,0.5,,1966,330,3,1537659579,98,651,10001930,2017,Alumim ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1146
3765,ELI,7,72,,73,,1,4281,4.3,4.3,,1984,190,,2253466435,686,711,10003299,2017,Eli,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3765
3727,ALE ZAHAV,7,73,,72,145,1,2133,2.1,2.1,,1982,190,,2062566427,367,710,10003262,2017,Ale Zahav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3727
688,ALMA,2,21,212,2,,1,698,0.7,0.7,,1949,310,2,2470477293,677,209,10004528,2017,Alma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=688
3715,ALMON,7,74,,73,445,1,1391,1.4,1.4,,1982,370,11,2280763760,502,711,10003314,2017,Almon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3715
1212,AMUQQA,2,21,212,2,,1,139,0.1,0.1,,1980,370,19,2493976704,706,209,10004528,2017,Amuqqa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1212
779,AMMINADAV,1,11,111,26,444,1,1161,1.2,1.1,,1950,310,1,2135062877,824,151,10002521,2017,Amminadav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=779
385,AMMI'AD,2,21,213,1,,1,425,0.4,0.4,,1946,330,15,2509375929,241,253,10004540,2017,Ammi'ad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=385
318,AMMI'OZ,6,62,622,38,,1,217,0.2,0.2,,1957,310,1,1440657325,127,651,10001893,2017,Ammi'oz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=318
773,AMMIQAM,3,32,323,45,,1,723,0.7,0.7,,1950,310,9,2022171878,82,351,10004333,2017,Ammiqam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=773
319,AMIR,2,21,211,1,,1,575,0.6,0.5,,1939,330,15,2582378705,76,253,10004591,2017,Amir,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=319
3660,IMMANU'EL,7,73,,99,145,1,3440,3.4,3.4,,1983,190,,2131767440,362,708,10003262,2017,Immanu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3660
1824,,2,23,231,7,,,,,,,,530,,2474070920,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1824
1825,,2,23,231,,,,,,,,,530,,0,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1825
1806,,2,21,211,1,,,,,,,,530,,2578078330,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1806
1807,,2,21,211,55,,,,,,,,530,,2580077650,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1807
1808,,2,21,211,,,,,,,,,530,,0,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1808
1875,,4,41,411,16,,,,,,,,530,,2289073170,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1875
1826,,2,23,232,8,,,,,,,,530,,2368071640,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1826
1827,,2,23,232,,,,,,,,,530,,0,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1827
1834,,2,23,234,13,,,,,,,,530,,2185072150,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1834
1832,,2,23,234,8,,,,,,,,530,,2268071730,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1832
1833,,2,23,234,9,,,,,,,,530,,2244072700,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1833
708,AMQA,2,24,245,4,,1,748,0.7,0.7,,1949,310,1,2154876490,81,201,10004302,2017,Amqa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=708
3712,ENAV,7,73,,72,,1,800,0.8,0.8,,1981,370,11,2120668784,300,710,10003262,2017,Enav,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3712
534,ISIFYA,3,31,311,99,223,2,12136,,,12,,270,,2063873586,472,356,10004171,2017,Isifya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=534
7700,AFULA,2,23,234,0,,1,49169,48.7,44.3,,1925,160,,2286172472,144,215,10000911,2017,Afula,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7700
3617,OFRA,7,74,,73,445,1,3607,3.6,3.6,,1975,190,,2249765114,828,711,10003299,2017,Ofra,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3617
3778,EZ EFRAYIM,7,73,,72,145,1,2204,2.2,2.2,,1985,190,,2046166960,203,710,10003262,2017,Ez Efrayim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3778
917,ATSMON SEGEV,2,24,241,56,241,1,1068,1.1,1.1,,1953,370,13,2239175235,319,205,10004513,2017,Atsmon Segev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=917
531,ARRABE,2,24,241,0,,2,24972,,,24.9,,260,,2319775077,247,262,10004513,2017,Arrabe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=531
1246,ARAMSHA,2,24,244,4,,2,1633,,,1.6,,450,,2214477704,428,201,10004302,2017,Aramsha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1246
1335,ARAB AL NAIM,2,24,241,56,241,2,767,,,0.8,,450,,2274875480,299,205,10004513,2017,Arab Al Naim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1335
2560,ARAD,6,62,623,0,,1,25530,24.8,20.6,,1961,160,,2203657414,528,610,10001911,2017,Arad,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2560
593,ARUGOT,6,61,611,33,143,1,1163,1.2,1.1,,1949,310,1,1785162692,66,616,10001821,2017,Arugot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=593
637,AR'ARA,3,32,323,99,,2,24528,,,24.5,,260,,2086871174,172,354,10004233,2017,Ar'ara,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=637
1192,AR'ARA-BANEGEV,6,62,623,99,,2,16988,,,17,,270,,2021956302,458,652,10001937,2017,Ar'ara-BaNegev,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1192
591,ASERET,4,44,441,32,143,1,983,1,1,,1954,350,,1761763695,56,456,15002488,2017,Aseret,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=591
53,ATLIT,3,32,321,15,223,1,7385,7.3,7.1,,1904,180,,1948873294,11,303,10004710,2017,Atlit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=53
3748,OTNI'EL,7,77,,78,,1,1003,1,1,,1983,370,11,2027959416,700,715,10003228,2017,Otni'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3748
1151,PARAN,6,62,625,54,,1,442,0.4,0.4,,1972,310,1,2146947481,107,657,10001918,2017,Paran,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1151
1961,,2,22,221,6,,,,,,,,530,,,,,,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1961
1763, ,6,61,614,37,,,,,,,,520,,1614560282,,651,10001829,2017,,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1763
3768,PEDU'EL,7,73,,72,145,1,1746,1.7,1.7,,1984,370,2,2050866319,369,710,10003262,2017,Pedu'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3768
750,PEDUYIM,6,62,622,42,344,1,494,0.5,0.5,,1950,310,1,1629858183,115,651,10001893,2017,Peduyim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=750
838,PEDAYA,4,43,432,30,143,1,813,0.8,0.8,,1951,310,1,1889964061,99,426,10002228,2017,Pedaya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=838
537,FUREIDIS,3,32,321,99,,2,12889,,,12.9,,270,,1957972265,50,353,10004333,2017,Fureidis,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=537
1104,PORIYYA-KEFAR AVODA,2,22,221,6,,1,381,0.4,0.4,,1949,350,,2515473616,39,214,10004552,2017,Poriyya-Kefar Avoda,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1104
1105,PORIYYA-NEWE OVED,2,22,221,6,,1,1183,1.2,1.1,,1949,350,,2506573889,139,214,10004552,2017,Poriyya-Newe Oved,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1105
1313,PORIYYA ILLIT,2,22,221,6,,1,1081,1,0.9,,1955,350,,2515473737,137,214,10004552,2017,Poriyya Illit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1313
767,PORAT,4,41,411,18,141,1,1240,1.2,1.2,,1950,310,2,1955168698,57,412,15000060,2017,Porat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=767
749,PATTISH,6,62,622,42,344,1,875,0.9,0.9,,1950,310,1,1581058190,96,651,10001893,2017,Pattish,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=749
1185,PELEKH,2,24,243,56,,1,131,0.1,0.1,,1980,330,15,2221775987,496,205,15002358,2017,Pelekh,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1185
597,PALMAHIM,4,44,442,27,143,1,667,0.7,0.6,,1949,330,15,1723664904,17,456,15002488,2017,Palmahim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=597
3723,PENE HEVER,7,77,,78,,1,561,0.6,0.6,,1982,370,11,2157559933,797,715,10003228,2017,Pene Hever,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3723
3659,PESAGOT,7,74,,73,445,1,1848,1.8,1.8,,1981,370,11,2213864510,877,711,10003299,2017,Pesagot,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3659
535,FASSUTA,2,24,244,99,,2,3098,,,3.1,,290,,2292977259,567,258,10004484,2017,Fassuta,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=535
2059,PA'AME TASHAZ,6,62,621,42,,1,540,0.5,0.5,,1953,310,1,1708459426,179,651,10001930,2017,Pa'ame Tashaz,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2059
3615,PEZA'EL,7,75,,75,,1,262,0.3,0.3,,1975,310,1,2419266123,-250,712,10003262,2017,Peza'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3615
536,PEQI'IN (BUQEI'A),2,24,243,99,,2,5767,,,5.8,,280,,2313676484,615,258,10004484,2017,Peqi'in (Buqei'a),http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=536
281,PEQI'IN HADASHA,2,24,243,52,,1,507,0.5,0.5,,1955,310,19,2305376539,539,255,10004484,2017,Peqi'in Hadasha,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=281
7800,PARDES HANNA-KARKUR,3,32,324,99,,1,41142,41.1,39.9,,1913,160,,1979570875,48,308,10004261,2017,Pardes Hanna-Karkur,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7800
171,PARDESIYYA,4,41,411,99,141,1,5828,5.8,5.8,,1942,180,,1917869028,52,457,15000060,2017,Pardesiyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=171
599,PAROD,2,21,212,2,,1,539,0.5,0.5,,1949,330,15,2407675967,426,209,10004528,2017,Parod,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=599
2053,PERAZON,2,23,234,8,,1,323,0.3,0.3,,1953,310,1,2294471684,78,204,10000911,2017,Perazon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2053
1231,PERI GAN,6,62,622,38,,1,241,0.2,0.2,,1981,310,6,1385557032,93,651,10001893,2017,Peri Gan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1231
7900,PETAH TIQWA,4,42,422,0,132,1,240357,240.1,220.9,,1878,130,,1894266579,31,410,10002116,2017,Petah Tiqwa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=7900
839,PETAHYA,4,43,432,30,143,1,850,0.8,0.8,,1951,310,6,1892964165,102,426,10002228,2017,Petahya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=839
413,ZE'ELIM,6,62,622,38,,1,471,0.5,0.4,,1947,330,15,1555756821,140,651,10001893,2017,Ze'elim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=413
1180,ZVIYYA,2,24,242,56,,1,322,0.3,0.3,,1979,370,19,2313575499,256,205,10004513,2017,Zviyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1180
1213,ZIV'ON,2,21,212,1,,1,159,0.2,0.2,,1980,330,15,2392477007,761,253,10004528,2017,Ziv'on,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1213
465,ZOVA,1,11,111,26,444,1,628,0.6,0.6,,1948,330,15,2114063231,724,151,15000597,2017,Zova,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=465
1136,ZOHAR,6,62,622,38,,1,443,0.4,0.4,,1973,350,,1452657190,135,651,10001893,2017,Zohar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1136
1111,ZOFIYYA,4,44,441,29,143,,,,,,,510,,1753664043,36,456,15002488,2017,Zofiyya ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1111
3791,ZUFIM,7,73,,72,145,1,2188,2.2,2.1,,1989,190,,2010167832,163,710,10003262,2017,Zufim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3791
198,ZOFIT,4,42,421,20,141,1,1294,1.3,1.3,,1933,310,1,1926967776,66,417,10002133,2017,Zofit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=198
1150,ZOFAR,6,62,625,54,,1,419,0.4,0.4,,1970,310,1,2171749669,12,657,10001918,2017,Zofar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1150
1102,ZUQI YAM,4,41,411,16,141,1,281,0.3,0.3,,1956,350,,1869369644,29,409,10002089,2017,Zuqi Yam,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1102
1262,ZUQIM,6,62,625,54,,1,309,0.3,0.3,,1983,370,,2157948903,41,657,10001918,2017,Zuqim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1262
1113,ZUR HADASSA,1,11,111,26,444,1,8182,8.2,7.8,,1960,180,,2091262495,732,151,15000597,2017,Zur Hadassa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1113
1345,ZUR YIZHAQ,4,42,421,20,141,1,5541,5.5,5.4,,2007,180,,2001068308,119,417,10002155,2017,Zur Yizhaq,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1345
276,ZUR MOSHE,4,41,411,18,141,1,3375,3.4,3.3,,1937,190,,1920868938,50,412,15000060,2017,Zur Moshe,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=276
1148,ZUR NATAN,4,42,421,20,141,1,310,0.3,0.3,,1970,320,9,2014368303,187,417,10002155,2017,Zur Natan,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1148
774,ZURI'EL,2,24,243,52,,1,323,0.3,0.3,,1950,310,1,2296776797,639,255,10004484,2017,Zuri'el,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=774
1221,ZURIT,2,24,242,56,241,1,863,0.9,0.9,,1981,370,9,2240075642,347,205,10004465,2017,Zurit,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1221
613,ZIPPORI,2,23,237,9,,1,974,0.9,0.8,,1949,310,1,2263973900,250,254,15002369,2017,Zippori,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=613
796,ZELAFON,1,11,112,26,,1,945,0.9,0.9,,1950,310,1,1935863467,168,151,15000597,2017,Zelafon,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=796
636,SANDALA,2,23,232,8,,2,1587,,,1.6,,450,,2306371428,108,204,10000911,2017,Sandala,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=636
594,ZAFRIYYA,4,43,432,40,133,1,912,0.9,0.9,,1949,310,2,1865065672,31,425,10002207,2017,Zafriyya,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=594
1079,ZAFRIRIM,1,11,112,26,444,1,436,0.4,0.4,,1958,310,1,1947461865,323,151,15000597,2017,Zafririm,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1079
8000,ZEFAT,2,21,212,0,,1,35276,34.5,32.4,,????,160,,2475776332,604,216,10004528,2017,Zefat,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=8000
612,ZERUFA,3,32,321,15,243,1,1122,1.1,1.1,,1949,310,1,1954072827,21,303,10004333,2017,Zerufa,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=612
567,ZOR'A,1,11,112,26,444,1,908,0.9,0.9,,1948,330,15,1971663005,208,151,15000597,2017,Zor'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=567
1234,QABBO'A,6,62,623,,,3,,,,,,460,,2160057200,0,699,10001911,2017,Kabbu'a,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1234
334,QEVUZAT YAVNE,4,44,441,29,143,1,991,1,1,,1941,330,3,1735763590,49,456,10001821,2017,Qevuzat Yavne,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=334
3557,QEDUMIM,7,73,,99,145,1,4481,4.5,4.5,,1977,190,,2152868054,417,710,10003262,2017,Qedumim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3557
195,QADIMA-ZORAN,4,41,411,99,141,1,21987,22,21.6,,1933,160,,1926468743,51,457,15000060,2017,Qadima- Zoran ,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=195
392,QEDMA,6,61,611,35,,1,141,0.1,0.1,,1946,340,,1787462323,100,632,10001821,2017,Qedma,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=392
4025,QIDMAT ZEVI,2,29,293,71,,1,423,0.4,0.4,,1985,310,7,2655777064,476,219,10004579,2017,Qidmat Zevi,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4025
3781,QEDAR,7,76,,76,445,1,1590,1.6,1.6,,1985,370,9,2294162889,456,714,10003314,2017,Qedar,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3781
615,QIDRON,4,44,441,28,143,1,1594,1.6,1.6,,1949,310,1,1808063592,52,456,15002488,2017,Qidron,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=615
1211,QADDARIM,2,22,221,1,,1,231,0.2,0.2,,1980,330,15,2447075593,107,253,10004552,2017,Qaddarim,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1211
964,QUDEIRAT AS-SANI,6,62,623,,,3,,,,,,460,,2110057800,,699,10001937,2017,Kudayrat as-Sani',http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=964
972,QAWA'IN,6,62,623,,,3,,,,,,460,,2020058100,,699,10001937,2017,Kawa'in,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=972
766,QOMEMIYYUT,6,61,611,34,,1,537,0.5,0.5,,1950,310,19,1745361889,70,631,10001813,2017,Qomemiyyut,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=766
